Source Name	Type	Type2	Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
Lateblastocyst_1_Cell_7	late_blastocyst	late_blastocyst	SRR491015	GSM922200: Late blastocyst #1 -Cell#7; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	32501	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491015/SRR491015.sra	SRR491015.sra	SRR491015_GSM922200_Late_blastocyst_1_-Cell_7_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491015/SRR491015.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491015/SRR491015.fastq.gz	SRR491015.fastq.gz	SRR491015_GSM922200_Late_blastocyst_1_-Cell_7_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_4	late_blastocyst	late_blastocyst	SRR491024	GSM922209: Late blastocyst #2 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	25390	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491024/SRR491024.sra	SRR491024.sra	SRR491024_GSM922209_Late_blastocyst_2_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491024/SRR491024.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491024/SRR491024.fastq.gz	SRR491024.fastq.gz	SRR491024_GSM922209_Late_blastocyst_2_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_5	late_blastocyst	late_blastocyst	SRR491035	GSM922220: Late blastocyst #3 -Cell#5; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33002	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491035/SRR491035.sra	SRR491035.sra	SRR491035_GSM922220_Late_blastocyst_3_-Cell_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491035/SRR491035.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491035/SRR491035.fastq.gz	SRR491035.fastq.gz	SRR491035_GSM922220_Late_blastocyst_3_-Cell_5_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_2_Cell_4	four_cell	four_cell	SRR490968	GSM922153: 4-cell embryo#2 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	62851	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490968/SRR490968.sra	SRR490968.sra	SRR490968_GSM922153_4-cell_embryo_2_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490968/SRR490968.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490968/SRR490968.fastq.gz	SRR490968.fastq.gz	SRR490968_GSM922153_4-cell_embryo_2_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_2	eight_cell	eight_cell	SRR490978	GSM922163: 8-cell embryo#2 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	32483	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490978/SRR490978.sra	SRR490978.sra	SRR490978_GSM922163_8-cell_embryo_2_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490978/SRR490978.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490978/SRR490978.fastq.gz	SRR490978.fastq.gz	SRR490978_GSM922163_8-cell_embryo_2_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_1	eight_cell	eight_cell	SRR490977	GSM922162: 8-cell embryo#2 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	27603	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490977/SRR490977.sra	SRR490977.sra	SRR490977_GSM922162_8-cell_embryo_2_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490977/SRR490977.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490977/SRR490977.fastq.gz	SRR490977.fastq.gz	SRR490977_GSM922162_8-cell_embryo_2_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_3	eight_cell	eight_cell	SRR490979	GSM922164: 8-cell embryo#2 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28271	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490979/SRR490979.sra	SRR490979.sra	SRR490979_GSM922164_8-cell_embryo_2_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490979/SRR490979.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490979/SRR490979.fastq.gz	SRR490979.fastq.gz	SRR490979_GSM922164_8-cell_embryo_2_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_3_Cell_3	four_cell	four_cell	SRR490971	GSM922156: 4-cell embryo#3 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	38896	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490971/SRR490971.sra	SRR490971.sra	SRR490971_GSM922156_4-cell_embryo_3_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490971/SRR490971.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490971/SRR490971.fastq.gz	SRR490971.fastq.gz	SRR490971_GSM922156_4-cell_embryo_3_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_1_Cell_1	eight_cell	eight_cell	SRR490973	GSM922158: 8-cell embryo#1 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	31911	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490973/SRR490973.sra	SRR490973.sra	SRR490973_GSM922158_8-cell_embryo_1_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490973/SRR490973.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490973/SRR490973.fastq.gz	SRR490973.fastq.gz	SRR490973_GSM922158_8-cell_embryo_1_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_5	eight_cell	eight_cell	SRR490981	GSM922166: 8-cell embryo#2 -Cell#5; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	34099	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490981/SRR490981.sra	SRR490981.sra	SRR490981_GSM922166_8-cell_embryo_2_-Cell_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490981/SRR490981.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490981/SRR490981.fastq.gz	SRR490981.fastq.gz	SRR490981_GSM922166_8-cell_embryo_2_-Cell_5_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_2_Cell_3	four_cell	four_cell	SRR490967	GSM922152: 4-cell embryo#2 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	48487	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490967/SRR490967.sra	SRR490967.sra	SRR490967_GSM922152_4-cell_embryo_2_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490967/SRR490967.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490967/SRR490967.fastq.gz	SRR490967.fastq.gz	SRR490967_GSM922152_4-cell_embryo_2_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_3_Cell_4	four_cell	four_cell	SRR490972	GSM922157: 4-cell embryo#3 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	58235	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490972/SRR490972.sra	SRR490972.sra	SRR490972_GSM922157_4-cell_embryo_3_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490972/SRR490972.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490972/SRR490972.fastq.gz	SRR490972.fastq.gz	SRR490972_GSM922157_4-cell_embryo_3_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_4	eight_cell	eight_cell	SRR490980	GSM922165: 8-cell embryo#2 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	31915	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490980/SRR490980.sra	SRR490980.sra	SRR490980_GSM922165_8-cell_embryo_2_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490980/SRR490980.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490980/SRR490980.fastq.gz	SRR490980.fastq.gz	SRR490980_GSM922165_8-cell_embryo_2_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_3_Cell_2	four_cell	four_cell	SRR490970	GSM922155: 4-cell embryo#3 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	52736	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490970/SRR490970.sra	SRR490970.sra	SRR490970_GSM922155_4-cell_embryo_3_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490970/SRR490970.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490970/SRR490970.fastq.gz	SRR490970.fastq.gz	SRR490970_GSM922155_4-cell_embryo_3_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_1_Cell_2	eight_cell	eight_cell	SRR490974	GSM922159: 8-cell embryo#1 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	30282	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490974/SRR490974.sra	SRR490974.sra	SRR490974_GSM922159_8-cell_embryo_1_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490974/SRR490974.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490974/SRR490974.fastq.gz	SRR490974.fastq.gz	SRR490974_GSM922159_8-cell_embryo_1_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_1_Cell_4	eight_cell	eight_cell	SRR490976	GSM922161: 8-cell embryo#1 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33262	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490976/SRR490976.sra	SRR490976.sra	SRR490976_GSM922161_8-cell_embryo_1_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490976/SRR490976.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490976/SRR490976.fastq.gz	SRR490976.fastq.gz	SRR490976_GSM922161_8-cell_embryo_1_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_2_Cell_6	eight_cell	eight_cell	SRR490982	GSM922167: 8-cell embryo#2 -Cell#6; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	32376	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490982/SRR490982.sra	SRR490982.sra	SRR490982_GSM922167_8-cell_embryo_2_-Cell_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490982/SRR490982.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490982/SRR490982.fastq.gz	SRR490982.fastq.gz	SRR490982_GSM922167_8-cell_embryo_2_-Cell_6_Homo_sapiens_RNA-Seq.fastq.gz
8_cellembryo_1_Cell_3	eight_cell	eight_cell	SRR490975	GSM922160: 8-cell embryo#1 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33566	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490975/SRR490975.sra	SRR490975.sra	SRR490975_GSM922160_8-cell_embryo_1_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490975/SRR490975.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490975/SRR490975.fastq.gz	SRR490975.fastq.gz	SRR490975_GSM922160_8-cell_embryo_1_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
4_cellembryo_3_Cell_1	four_cell	four_cell	SRR490969	GSM922154: 4-cell embryo#3 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	53929	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR490/SRR490969/SRR490969.sra	SRR490969.sra	SRR490969_GSM922154_4-cell_embryo_3_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR490/SRR490969/SRR490969.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR490/SRR490969/SRR490969.fastq.gz	SRR490969.fastq.gz	SRR490969_GSM922154_4-cell_embryo_3_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
